Accession,Description,Gene Symbol,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,"Abundance: F2: 130N, Sample, A, (-)BiotinPD","Abundance: F2: 129C, Sample, A, (-)Hpg","Abundance: F2: 126, Sample, A, 0_0Hr","Abundance: F2: 127N, Sample, A, 0_5Hr","Abundance: F2: 127C, Sample, A, 1_0Hr","Abundance: F2: 128N, Sample, A, 1_5Hr","Abundance: F2: 128C, Sample, A, 2_0Hr","Abundance: F2: 129N, Sample, A, 3_0Hr","Abundance: F2: 134N, Sample, B, (-)BiotinPD","Abundance: F2: 133C, Sample, B, (-)Hpg","Abundance: F2: 130C, Sample, B, 0_0Hr","Abundance: F2: 131N, Sample, B, 0_5Hr","Abundance: F2: 131C, Sample, B, 1_0Hr","Abundance: F2: 132N, Sample, B, 1_5Hr","Abundance: F2: 132C, Sample, B, 2_0Hr","Abundance: F2: 133N, Sample, B, 3_0Hr","Abundance: F1: 126, Sample, C, (-)BiotinPD","Abundance: F1: 130N, Sample, C, (-)Hpg","Abundance: F1: 129C, Sample, C, 0_0Hr","Abundance: F1: 129N, Sample, C, 0_5Hr","Abundance: F1: 128C, Sample, C, 1_0Hr","Abundance: F1: 128N, Sample, C, 1_5Hr","Abundance: F1: 127C, Sample, C, 2_0Hr","Abundance: F1: 127N, Sample, C, 3_0Hr","Abundance: F1: 130C, Sample, D, (-)BiotinPD","Abundance: F1: 134N, Sample, D, (-)Hpg","Abundance: F1: 133C, Sample, D, 0_0Hr","Abundance: F1: 133N, Sample, D, 0_5Hr","Abundance: F1: 132C, Sample, D, 1_0Hr","Abundance: F1: 132N, Sample, D, 1_5Hr","Abundance: F1: 131C, Sample, D, 2_0Hr","Abundance: F1: 131N, Sample, D, 3_0Hr","Abundance: F8: 126, Sample, E, (-)BiotinPD","Abundance: F8: 133C, Sample, E, (-)Hpg","Abundance: F8: 127C, Sample, E, 0_0Hr","Abundance: F8: 128C, Sample, E, 0_5Hr","Abundance: F8: 129C, Sample, E, 1_0Hr","Abundance: F8: 130C, Sample, E, 1_5Hr","Abundance: F8: 131C, Sample, E, 2_0Hr","Abundance: F8: 132C, Sample, E, 3_0Hr","Abundance: F8: 127N, Sample, F, (-)BiotinPD","Abundance: F8: 134N, Sample, F, (-)Hpg","Abundance: F8: 128N, Sample, F, 0_0Hr","Abundance: F8: 129N, Sample, F, 0_5Hr","Abundance: F8: 130N, Sample, F, 1_0Hr","Abundance: F8: 131N, Sample, F, 1_5Hr","Abundance: F8: 132N, Sample, F, 2_0Hr","Abundance: F8: 133N, Sample, F, 3_0Hr",Quantified,Run 1 - Quantified,Run 2 - Quantified,Run 3 - Quantified,Run 1 - Fully Quantified,Run 2 - Fully Quantified,Run 3 - Fully Quantified,Total - Fully Quantified,Run 1 - % Hpg Pulse Channels Quantified,Run 2 - % Hpg Pulse Channels Quantified,Run 3 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Hpg Pulse channels Quantified,Biological Replicate 2 - % Hpg Pulse Channels Quantified,Biological Replicate 3 - % Hpg Pulse Channels Quantified,Biological Replicate 4 - % Hpg Pulse Channels Quantified,Biological Replicate 5 - % Hpg Pulse channels Quantified,Biological Replicate 6 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Channels Quantified,Biological Replicate 2 - % Channels Quantified,Biological Replicate 3 - % Channels Quantified,Biological Replicate 4 - % Channels Quantified,Biological Replicate 5 - % Channels Quantified,Biological Replicate 6 - % Channels Quantified
P46462,Transitional endoplasmic reticulum ATPase OS,VCP,69.935,27,16,37,16,127.4,15,11.7,11.5,11.1,5.4,6.4,9.7,239.9,4.4,15.8,,4.5,7.3,10.2,6.9,41.5,7.9,7.4,10.9,9.4,7.6,3.9,16.6,32.7,9,10.2,7.8,8.9,7.6,10.3,6.9,2557.5,2206.6,669.9,390.2,187.2,349.8,241.6,143.6,6425,156,118.3,166.8,385.7,162.2,180.8,155.3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
P07153,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS,RPN1,69.744,28,16,36,16,2155.2,44.3,71.8,89.6,90.5,62,42.3,53.5,4765.8,28.8,108.6,7.9,79.4,60.1,71.4,28.4,680.8,29.3,45,51.8,73.5,68.1,25.6,69.3,509.2,19.9,30.2,64,71.6,59.5,51.7,34.6,1201.2,322.7,339.9,173.7,85.7,168.6,135.7,84.2,2673,84.6,175.3,79.4,185.8,89.6,95.1,89.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
G3V6P7,"Myosin, heavy polypeptide 9, non-muscle OS",LOC100911597,69.314,12,19,27,16,44.9,46.5,11.9,23,15,16.3,6.7,17.4,99.4,16.6,10.7,8.8,9.6,10,10.1,8.6,528.9,71.1,35.8,33.8,68.3,28.6,1.6,86.2,403,28.1,26.7,56.7,69.5,26.1,19.7,54.4,3816.2,7137.5,1398.2,480.3,330.3,507.3,385.2,206.5,8552.2,248.5,368.2,248.9,606.3,234.4,271.7,185.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P06685,Sodium/potassium-transporting ATPase subunit alpha-1 OS,ATP1A1,67.336,22,17,29,17,1272.5,85.4,49.3,90,83.6,99,46.1,54.6,2286.5,34.1,24.3,20.5,37.6,42.6,62.9,22.9,,,,,,,,,,,,,,,,,968.5,725.3,141.1,134.2,98.8,134.3,117.1,101.5,1597.5,55.7,76.7,96.8,126.7,79.8,93.6,63.9,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
P68370,Tubulin alpha-1A chain OS,TUBA1A,66.878,35,11,44,4,872.6,212.4,54.2,64.6,53,34.8,38.2,50,2833.2,23.4,55.1,15.2,29.2,35.1,58.9,0.7,3074.7,46.1,29.9,67,79.4,68.1,3.5,262.8,2540.6,46.1,46,81.5,74.2,88.7,7.8,64.8,2059.8,1815.9,465.7,168.6,106.4,171.9,143.5,114.9,4978.9,118.5,250.4,91.6,177.9,95.8,125.1,79.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P49134,Integrin beta-1 OS,ITGB1,66.445,19,13,34,13,2949.2,77.1,96.7,103.2,132.7,91.8,52.6,75.9,10190.3,50.6,148.4,33.5,92.6,48.6,98.4,28.7,6038.7,14.7,29.8,118.7,150.7,210,107.2,208.2,5976.7,26.9,57,151.4,204.5,169.2,117.9,132.6,4559.5,88.2,58,71.7,49.4,83.5,61.8,61.4,5416,35.5,12.5,21.4,74.9,46.5,43.2,34.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P63102,14-3-3 protein zeta/delta OS,YWHAZ,66.202,47,10,24,6,256.9,32.5,20,25.4,24.8,14.7,5.4,35.1,619.4,11,20.3,1.5,11.3,12.5,14.7,2.7,74.7,13.1,15.6,14.9,11.3,,12.2,196.4,62.5,10.7,11.1,17.9,19,14.4,20,14.7,1253.8,3221.4,465.5,200.3,108.7,207.8,156.4,106,1674.3,101.3,156,84.7,244.3,94.2,94.2,80.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%
Q5RJR9,"Serine (Or cysteine) proteinase inhibitor, clade H, member 1, isoform CRA_b OS",SERPINH1,65.592,35,13,40,13,1538.5,159.9,175.3,215.1,181.1,178.7,103.9,124.4,4110.8,81.1,135.4,66.3,110.5,108.3,132.9,23.8,1922.5,28.4,234.5,207.7,307.7,260.5,70.7,243.1,1387,26.3,104.6,252.6,241.8,206,168.9,98.5,5230.3,383.3,743.3,424.4,222.5,377.1,296.8,207.5,9020.7,142.8,505.5,189,331.7,207.7,213.2,175.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P52555,Endoplasmic reticulum resident protein 29 OS,ERP29,65.333,54,10,52,10,1371.1,32.7,70.8,92.9,106.1,47,40.1,97.3,3764.7,19,138.4,13.2,57.4,45.3,57.7,27.1,4370.5,29,740.3,532.7,638.6,679.2,112,451.3,3678.1,16.6,485,759.7,611.3,486.9,348,277.3,7569.2,265,786,422,199.8,369.7,280.1,201.8,9750.5,113.7,483.3,196.5,338.7,203.4,196.8,149.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P69897,Tubulin beta-5 chain OS,TUBB5,64.974,33,10,29,3,206.1,39,7.1,10.6,6.8,5.7,4.5,7.5,588,3.5,7.2,,4.3,6.1,13,0.3,1705,34.6,30.1,44.8,37.9,48.8,62.5,156.9,1517.1,27.1,29.7,55.5,50.3,51.4,46.6,49.8,2240.2,1337.2,220.7,181.4,100.5,167.1,123.8,111.4,5246.2,69.4,61.5,74.5,150.6,87.8,140.7,82.7,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
P63269,"Actin, gamma-enteric smooth muscle OS",ACTG2,62.806,22,8,50,2,26.3,14.2,15.8,24.5,19.4,10.5,27.4,15.3,76.7,,17.1,9.2,,,1938.8,7.6,,,,,,,,,,,,,,,,,145.9,119.1,55.5,51.2,33.9,40.5,41.9,32.5,294.2,31.7,39,27.1,43.1,29.6,37.8,35.4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,,100%,100%,71%,,,100%,100%,100%,63%,,,100%,100%
B2GUV7,Eukaryotic translation initiation factor 5B OS,EIF5B,61.851,17,17,23,17,194.2,4.4,11.4,4.7,20.9,9.2,10.6,9,776.4,4.7,24.9,0.5,7.6,5.6,10.5,1.4,513.4,46.6,34.5,48.7,65.7,69.1,24.5,82.7,499.7,31,43.1,62.8,75.9,69.3,50.8,50.8,1155.5,344,156.5,148.9,118.6,132.4,123.5,90.8,2351.5,65.4,62.2,93.7,157.5,97.8,136.8,110.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
D3ZH41,Cytoskeleton-associated protein 4 (Predicted) OS,CKAP4,60.787,60,17,33,17,840.7,30.8,60.6,54,56.7,37.8,33.1,30.2,2655.1,18.8,62.6,14.4,51.2,34.1,55.6,17,997.5,83.3,128.2,152,190.4,177.1,88.8,177,877.1,61.7,95.3,193.9,196.3,179.8,117.1,100.9,1940.8,466.3,579.2,152.8,100.9,152.7,94,97.5,3413.2,53.2,311.6,58.8,167.4,82.4,101.7,89.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Q6AXW2,Protein Tmod3 OS,TMOD3,60.761,48,13,23,13,60.9,5.7,4.6,4.1,5.6,7,4.6,8.7,168.4,3.5,4.2,4.2,5.4,4.1,10.3,6.7,514.3,46.6,53,52.5,63.8,62.3,29.5,87.7,483.1,39.1,39.9,56.7,65.4,67.3,46,59.5,2885.1,207.3,234.7,128.6,85.7,130.5,108.9,87.3,2351.8,45.2,63,67.9,133.7,77.3,73.8,69.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P14659,Heat shock-related 70 kDa protein 2 OS,HSPA2,60.612,19,13,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,133.3,259.3,28.3,33,82.6,35.7,27.6,249.9,19.2,44.7,23.5,51.6,19.2,24.6,23.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1LRH4,Protein Lamc2 OS,LAMC2,58.615,16,16,22,16,865.4,50.3,72.3,81.9,108.7,66.1,39.1,40.3,1840.8,24.6,89.3,15.5,45.5,48.2,54,10.5,473.2,21.4,69.9,80.6,87.2,104,29.3,61.6,328.6,9.4,42.8,87.7,70.6,64.1,53.8,42.2,406.7,240.4,192.7,238.6,76.4,169.2,142.9,123.7,1093.4,120.1,130.5,76.2,275.9,72.1,71.2,107.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P48721,"Stress-70 protein, mitochondrial OS",HSPA9,57.615,25,14,25,13,1386.7,50.4,51.8,50.4,51,37,40.2,33.5,2728.3,8.8,36.7,,35.4,31.3,38.1,5.1,446.7,17.5,32.4,32.2,36.5,44.8,2.4,67.6,359.1,7.7,20.1,38.4,26.2,32.5,21.3,26.4,917.6,417.4,102.3,157.6,83.4,116.8,81.8,68.4,1537.1,43.4,24.7,72.2,95.8,63.8,67.5,63.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
P62260,14-3-3 protein epsilon OS,YWHAE,56.625,53,12,29,9,364.2,53.7,47.8,33,22.3,23.3,13.9,33.1,864.8,17.6,20.8,3,19,21.4,33.6,25,1036.7,,5.9,15,20,18,,94.6,830.3,7.4,10.6,19.8,13.3,17.3,0.9,8,2678.8,3112.8,548.1,244.7,124.7,200.2,194.5,81.4,3824.5,148.6,337.2,81.4,236.1,140.6,115.6,123.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,75%,100%,100%,100%
P25235,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS,RPN2,56.095,24,11,25,11,1014,29.6,36.4,37.9,34.4,33.9,16.7,21.6,2480.3,10,50.7,4.6,17.1,14.1,34.4,1.8,292.6,4.7,17,19.7,27.3,28.6,,21.8,232.1,4.9,13.4,29.3,21.3,20.7,12.5,11.6,663.8,85.6,19.9,59.6,27.3,42.4,31.8,53,1286.6,20.5,,25.4,42.8,22.2,36.6,24.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,100%,93%,93%,100%,100%,86%,100%,100%,86%,100%,100%,88%,100%,100%,88%
P28480,T-complex protein 1 subunit alpha OS,TCP1,55.682,31,14,23,14,118.8,32.7,17.1,14.5,13.5,9.6,8,11.7,397,10.3,12.1,3.2,12.3,7.4,15.9,,1570.4,108,75.6,77.8,110.9,85.6,13.2,180.7,1315,89.8,74,112.4,145.9,120.4,73.9,83.3,1884.9,445.3,248.2,215.4,136.2,184.5,145.5,120.3,4569.6,91.8,139.2,104.8,189.8,118.1,139.2,103.1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
Q5U3Z7,Serine hydroxymethyltransferase OS,SHMT2,55.601,27,9,17,9,386.8,149.9,63.6,99.5,67.7,101.9,29.1,85,727.5,76.1,52.2,50.6,51.7,105.4,81,34.6,117.8,3.1,8.3,10.1,14.6,15.3,10.5,11.9,78.9,3.5,5.4,12.2,11.4,11,10.7,9.1,1437.8,286.4,286.2,188.7,108.2,173.2,114.5,97.2,2879.5,58.4,157.6,85,163,79.1,121.4,88.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P24368,Peptidyl-prolyl cis-trans isomerase B OS,PPIB,55.349,38,8,42,8,2814,78.8,276.9,253.2,300.2,179,110,195.2,6399.8,95,273.4,49.3,163.8,136,225.6,54.2,6049.9,64.1,778.8,637.6,764.9,832.4,154.1,557.5,4279.2,53.1,479.1,897.4,765,588.3,410.1,318.1,4866.1,274.7,449.2,258.2,147.4,234.3,274.8,167.4,9066.1,75.6,311.9,155.5,243.4,174.6,160.2,110.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P84082,ADP-ribosylation factor 2 OS,ARF2,55.033,54,7,20,4,386.2,44.7,32.5,53.5,79.3,28.7,16.6,37.8,1057.4,26.2,39.5,16.5,36.9,35.4,34,7,484.8,17.4,5.9,17.8,26.1,15.3,,41.2,508.9,7,13.4,18.3,21.6,18.6,,14.9,1282.1,647.4,101.2,129.7,60.9,94.6,89.3,84.4,4351.1,55.6,26,60,101.5,80.9,69.4,61,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,86%,100%,100%,100%,86%,86%,100%,100%,100%,100%,88%,88%,100%,100%
P11884,"Aldehyde dehydrogenase, mitochondrial OS",ALDH2,54.677,28,13,33,13,3196.5,84.6,102.6,137.2,155.5,120.3,63.3,86.4,5704.1,35.8,122.1,13.1,82.2,76.3,142.6,17.6,462.8,19.6,30.9,40.5,49.8,46.1,12.2,45.7,367.8,17.3,22.7,46.1,43.3,47.2,28.3,34.5,2062.8,853,417.1,330.4,196.8,265.6,263.7,135.5,4964.8,125.9,104.4,151.5,300,161.6,182,132.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Q3ZAV2,Uncharacterized protein OS,YBX1,52.88,37,8,16,8,246.8,3.9,3.2,2.1,2.3,4.5,4.3,4.2,404.5,2.9,3.2,1.1,7.8,2.2,2.7,,,,,,,,,,,,,,,,,,808.9,178.8,91.6,89.3,53.4,85.6,48.7,31,1465.7,46.7,5.9,46,86.9,36.8,50,46.9,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,93%,,100%,100%,86%,,,100%,100%,100%,88%,,,100%,100%
Q5XIM9,T-complex protein 1 subunit beta OS,CCT2,52.19,24,9,24,9,168.9,27.9,4.1,10.7,13.2,6.4,7.2,12.9,540.7,5.4,9.6,2.2,7,8.4,10.5,,179.5,4.7,3.9,1.6,4.4,6.3,4.2,7.9,152.6,,,5.8,9.5,5.4,3.7,6.7,934.7,192.7,380.1,147.6,68.6,145.6,94,54.6,2072.2,56.2,26,64.8,160.2,58.8,76.8,66.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,93%,93%,100%,100%,86%,100%,86%,100%,100%,100%,88%,100%,75%,100%,100%
Q5XIB4,Ufm1-specific protease 2 OS,UFSP2,51.873,30,9,13,9,172.5,41.8,30.3,35.9,33.3,19.5,13.6,24.2,513,19.5,30.5,12.2,25,19.2,19.8,8.8,315.6,21.1,23.7,17.7,30.5,32.2,15.7,42.7,265.5,11.8,15.2,31.5,32.6,28.7,22,26.5,339.9,133.9,223,108.5,60.4,108.9,36.6,53.7,873.8,26.9,41.5,59.4,83.1,34.6,56.3,48.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P04636,"Malate dehydrogenase, mitochondrial OS",MDH2,51.298,36,9,27,9,589.1,29.8,42.4,42.2,46.3,32.3,14.8,41.5,1069.7,17.6,31.4,19.6,21.2,18.2,32.3,5.4,927.9,97,94.5,88,114.1,148.6,147.2,191.7,716.4,66.6,97.5,153.4,129.8,138.6,124.1,132.6,1780.4,873.2,105.9,172.1,78.7,129.6,99.5,67,2455.3,46.9,39.3,71.2,126.7,56.8,82.7,63.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
M0R9D5,Uncharacterized protein OS,AHNAK,50.838,16,12,22,12,211.3,57,34.4,54.3,24.3,32.7,16.6,32.3,376.8,26,29.8,16.6,22.4,33.6,32.1,11.1,153.3,,7.9,10.7,13.1,8.7,,34.8,115,,4.5,10.8,10,5.9,4.7,8.5,1193.9,1964,634.3,349.1,184.7,300.8,741.3,129.5,2428.2,114.3,253.6,161.9,303.6,149,160.9,171.1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,75%,88%,100%,100%
D4AC23,Protein Cct7 OS,CCT7,50.702,31,12,19,12,156.4,41.3,16,19.2,12.5,12.2,10.1,11.5,517.6,13.6,17.4,4.1,17,20.1,18.6,1.7,,,,,,,,,,,,,,,,,2111.7,361,286.1,126.8,75.1,148.9,129,74.7,4073.3,54.3,36.4,53.2,131.8,67.7,82.3,70.1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
P54001,Prolyl 4-hydroxylase subunit alpha-1 OS,P4HA1,49.438,31,13,37,13,1028.4,48.8,100.8,99.3,103.2,85.8,44.5,93.6,3738,42.8,114.9,44.7,75.6,56.1,78.2,14,784.7,20,112.1,96,114.9,114.1,25.8,94.2,624.9,11.7,33.9,101,95.1,85.6,59.6,39.2,382.2,115.9,71.4,56.5,35.8,48.9,45.1,39.2,632.6,43,33,24.8,56.9,37.7,45.8,25.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P35565,Calnexin OS,CANX,49.065,17,11,30,11,2258.9,26.7,120.2,114.8,108.6,82.4,61.1,37,5731,9.9,97.6,10.5,64.6,51.3,59.8,0.8,1676.9,26.5,184.4,143.7,191.9,181.5,37.4,173.1,1348.5,14.7,114.4,207.4,200.9,142.5,114,67.8,1399.5,141.3,73.8,89.6,41.3,69.7,59.1,44.5,2159.1,23.2,3.3,42,55.5,43.2,47,28.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P38650,Cytoplasmic dynein 1 heavy chain 1 OS,DYNC1H1,48.68,4,13,22,13,,,,,,,,,,,,,,,,,174.8,19.9,16,11.2,13.2,13.3,4.9,27.8,147.3,16.8,13.4,19.2,19,18.1,9.4,16.7,661,343.1,226.2,165.1,109.8,152,120.6,109,1727.1,91.6,90.4,90.5,167.9,86.2,106,104.7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
G3V7C6,RCG45400 OS,TUBB4B,48.448,25,8,26,1,,,,,,,,,,,,,,,,,88,3.5,1.8,3.3,4.4,1.8,1.7,20.9,63.4,,2.6,5.2,5.5,2.3,2.6,4.2,1355.3,2127.4,69.3,109.3,53.4,99.6,62.7,75.3,2418.4,39.6,,35.5,146.7,29.9,43.8,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,100%,86%,,,100%,100%,100%,71%,,,100%,88%,100%,75%
G3V6S3,Calumenin OS,CALU,48.063,37,10,31,10,591.6,53.8,54.3,72.2,69,44.6,40.2,39.5,1569.6,33.2,58.1,38.2,33.3,28.3,54,9.9,844.9,27.2,118,116.3,169.6,146.6,54.4,129.5,388.7,18.4,78,136.2,139,119.7,116.9,66.8,342.5,34.3,54.1,33.9,21.4,39.9,24.2,25.7,715.4,12.4,2.6,15.4,43.6,15.4,23.8,20.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Q9WU82,Catenin beta-1 OS,CTNNB1,47.97,10,6,16,1,70.5,71.4,32.4,54.4,38.2,58.4,10.4,45.5,122.8,44.3,29.8,23.6,18.4,23.1,43.7,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
Q09073,ADP/ATP translocase 2 OS,SLC25A5,46.961,34,11,30,11,2025.1,70.5,80.1,82.4,68.1,59.8,38.1,21.3,4062.5,16.1,64.2,1.4,43.5,38.9,58,3.5,4407.6,77.5,289.2,314.7,375.7,374,5.5,572.5,3312,49,214.4,354.3,302,261.9,147,189,1537.8,3206.5,325.5,202.3,116,177.7,153,97.3,3083.4,60.8,111.5,108.2,220.4,96.2,124.8,81.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P50399,Rab GDP dissociation inhibitor beta OS,GDI2,46.385,27,9,26,9,,,,,,,,,,,,,,,,,536.5,,0.3,3.5,6,7.1,,4.5,453.3,2.8,4.3,7.8,6.4,7.6,,3.3,2018.1,374.1,312.4,139.4,86.4,154.3,91.5,63.3,5039.7,57.5,96.1,56,134.3,66.9,82.3,70,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,86%,100%,,,86%,86%,100%,100%,,,75%,88%,100%,100%
D3ZUB0,Protein Rcn1 OS,RCN1,46.001,34,9,28,9,1022.3,13.4,95.3,82.9,115.1,53.1,30.7,33,2431.7,3.9,83.7,5.9,47,34,35.4,1.2,723.6,37,142.8,92.2,111.7,112,57.1,115.7,394.7,16.5,58.8,99.3,105.4,85.5,71.4,42.6,5578,279.1,251.7,330.4,167.4,283.9,230.3,167.6,3234.2,103.9,110.4,144.7,221.6,140.6,126.2,123.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
D3ZAN3,Alpha glucosidase 2 alpha neutral subunit (Predicted) OS,GANAB,45.843,12,9,21,9,620.2,16,37.6,39.8,49.2,25.3,19.2,30.7,1478.8,6,52.4,0.9,17.5,17.8,25.1,0.4,364.8,7.5,32.9,35.9,39.1,39.5,5.8,28.7,299.6,7.9,21.1,45.4,39.4,38.1,23.9,15.9,1123.2,141,97,104.9,70.9,83.6,72.8,66.7,2555.6,44,29.8,52.2,88.7,67.3,62.1,42.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
E9PTN6,Glyceraldehyde-3-phosphate dehydrogenase OS,RGD1564688,45.323,35,11,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
