Accession,Description,Gene Symbol,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,"Abundance: F3: 130N, Sample, A, (-)BiotinPD","Abundance: F3: 129C, Sample, A, (-)Hpg","Abundance: F3: 126, Sample, A, 0_0Hr","Abundance: F3: 127N, Sample, A, 0_5Hr","Abundance: F3: 127C, Sample, A, 1_0Hr","Abundance: F3: 128N, Sample, A, 1_5Hr","Abundance: F3: 128C, Sample, A, 2_0Hr","Abundance: F3: 129N, Sample, A, 3_0Hr","Abundance: F3: 134N, Sample, B, (-)BiotinPD","Abundance: F3: 133C, Sample, B, (-)Hpg","Abundance: F3: 130C, Sample, B, 0_0Hr","Abundance: F3: 131N, Sample, B, 0_5Hr","Abundance: F3: 131C, Sample, B, 1_0Hr","Abundance: F3: 132N, Sample, B, 1_5Hr","Abundance: F3: 132C, Sample, B, 2_0Hr","Abundance: F3: 133N, Sample, B, 3_0Hr","Abundance: F4: 133C, Sample, C, (-)BiotinPD","Abundance: F4: 126, Sample, C, (-)Hpg","Abundance: F4: 127C, Sample, C, 0_0Hr","Abundance: F4: 128C, Sample, C, 0_5Hr","Abundance: F4: 129C, Sample, C, 1_0Hr","Abundance: F4: 130C, Sample, C, 1_5Hr","Abundance: F4: 131C, Sample, C, 2_0Hr","Abundance: F4: 132C, Sample, C, 3_0Hr","Abundance: F4: 134N, Sample, D, (-)BiotinPD","Abundance: F4: 127N, Sample, D, (-)Hpg","Abundance: F4: 128N, Sample, D, 0_0Hr","Abundance: F4: 129N, Sample, D, 0_5Hr","Abundance: F4: 130N, Sample, D, 1_0Hr","Abundance: F4: 131N, Sample, D, 1_5Hr","Abundance: F4: 132N, Sample, D, 2_0Hr","Abundance: F4: 133N, Sample, D, 3_0Hr","Abundance: F9: 126, Sample, E, (-)BiotinPD","Abundance: F9: 130N, Sample, E, (-)Hpg","Abundance: F9: 129C, Sample, E, 0_0Hr","Abundance: F9: 129N, Sample, E, 0_5Hr","Abundance: F9: 128C, Sample, E, 1_0Hr","Abundance: F9: 128N, Sample, E, 1_5Hr","Abundance: F9: 127C, Sample, E, 2_0Hr","Abundance: F9: 127N, Sample, E, 3_0Hr","Abundance: F9: 134N, Sample, F, (-)BiotinPD","Abundance: F9: 130C, Sample, F, (-)Hpg","Abundance: F9: 131N, Sample, F, 0_0Hr","Abundance: F9: 131C, Sample, F, 0_5Hr","Abundance: F9: 132N, Sample, F, 1_0Hr","Abundance: F9: 132C, Sample, F, 1_5Hr","Abundance: F9: 133N, Sample, F, 2_0Hr","Abundance: F9: 133C, Sample, F, 3_0Hr",Quantified,Run 1 - Quantified,Run 2 - Quantified,Run 3 - Quantified,Run 1 - Fully Quantified,Run 2 - Fully Quantified,Run 3 - Fully Quantified,Total - Fully Quantified,Run 1 - % Hpg Pulse Channels Quantified,Run 2 - % Hpg Pulse Channels Quantified,Run 3 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Hpg Pulse channels Quantified,Biological Replicate 2 - % Hpg Pulse Channels Quantified,Biological Replicate 3 - % Hpg Pulse Channels Quantified,Biological Replicate 4 - % Hpg Pulse Channels Quantified,Biological Replicate 5 - % Hpg Pulse channels Quantified,Biological Replicate 6 - % Hpg Pulse Channels Quantified,Biological Replicate 1 - % Channels Quantified,Biological Replicate 2 - % Channels Quantified,Biological Replicate 3 - % Channels Quantified,Biological Replicate 4 - % Channels Quantified,Biological Replicate 5 - % Channels Quantified,Biological Replicate 6 - % Channels Quantified
D3ZCD6,RCG21069 OS,RCG_21069,16.992,26,2,60,2,15511.7,8.4,461.8,149.3,809.8,141.9,76.7,355.3,15878.5,130.4,759.8,545.9,284.8,90,314,1.9,7521.8,631.3,465.9,1518.6,805.5,2125.1,2578.6,1136.3,42015.2,98.6,177.4,1530.1,1133.3,2771.8,1302.1,60.1,10344.1,53.8,909.8,59.7,50,44.4,109.3,228.5,6119.3,34.5,69.9,122.1,45.8,60.7,247.6,194.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P60123,RuvB-like 1 OS,RUVBL1,16.989,16,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3,12.3,18.7,19,14.8,14.4,15.4,14,87.8,12.6,16.9,14.6,16.8,14.1,16.5,17.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P61107,Ras-related protein Rab-14 OS,RAB14,16.985,25,5,9,4,366.9,9.1,9,22.2,17.8,13.3,16.5,31.7,307,,22.4,16.4,10.9,17.5,11.5,7.5,30.9,4.2,2.9,3.9,5.1,2.1,4.5,4.3,95.1,2.2,5.8,3.9,4.7,5,5.1,4.1,473.7,26.5,59.8,39,36.4,26.8,24.3,37.5,324,30.3,53.7,235.2,30.5,21.3,34.9,54.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
Q6P6T6,Cathepsin D OS,CTSD,16.977,13,4,6,4,88.3,25.9,25.9,51,20.3,13,12.3,38.6,84.3,15.6,27.2,21.5,27.4,29.1,26.4,24.4,,,,,,,,,,,,,,,,,335.8,50.1,66.4,47.1,62.4,37.3,40.3,43.8,235.9,69.8,57.6,73,53.5,51.7,41,83.1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
B0BNK1,Protein Rab5c OS,RAB5C,16.864,16,3,4,3,366.2,14.8,18,28.2,15.2,17.4,14.1,43.2,384.9,10,13.1,21.5,13,15.7,15.1,0.9,141.3,8.5,14.2,11.5,14,10.3,15.2,13.4,483.6,3.5,17.7,11,20,18.6,23.6,8.9,525.4,8.8,14.9,14.1,15,11.6,,15.8,287.9,17.4,16.2,23.6,6.5,11.6,9.5,14.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,100%,100%,93%,100%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%
O70513,Galectin-3-binding protein OS,LGALS3BP,16.835,4,2,15,2,1015,38.9,23.1,50,38.7,41.4,43.7,29.1,1260.2,27.4,73.7,4.2,30.9,49.7,22.7,23.1,794.3,,,,,,1,,865.6,,8.5,,,,,,2542.9,12.7,22.9,15.7,19.2,11.7,18,13,1168.6,10.5,20.8,18.4,16.6,25.1,3.5,23.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,29%,100%,100%,100%,29%,29%,100%,100%,100%,100%,25%,25%,100%,100%
Q5U2R7,LDLR chaperone MESD OS,MESDC2,16.827,21,4,10,4,158.3,18.2,24.5,20.8,23.2,28,18.8,24.7,143.7,14.3,19.2,8.2,13.1,24.5,16.3,13,475.2,13.8,137.7,72.7,154.4,88.5,120.9,107.3,1613,15.1,147.8,115.3,113.7,182.9,140.7,50.9,687.8,43.3,41.3,39.5,36.8,35.1,42.6,43.4,197,36,40.2,42.2,35.5,42.7,30.7,39.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
O88989,"Malate dehydrogenase, cytoplasmic OS",MDH1,16.764,15,4,8,4,230.9,13,15.7,31,15,17.1,13.9,24.1,264.5,10.1,12.2,13.9,10.2,18.4,18.3,10.6,155.8,3.3,11.1,5.5,5.6,3.1,6.2,5.3,218.9,2.4,6.1,3.3,,4.2,9.3,4.1,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,93%,,100%,100%,100%,86%,,,100%,100%,100%,88%,,
F1LMZ8,26S proteasome non-ATPase regulatory subunit 11 OS,PSMD11,16.646,9,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.2,16.6,22.3,29.8,24.7,22.7,15.9,21.7,321.6,27.7,25.1,36.1,27.2,36.1,15.3,40.7,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P56574,"Isocitrate dehydrogenase [NADP], mitochondrial OS",IDH2,16.596,12,5,8,4,,,,,,,,,,,,,,,,,244,127.5,231.9,108.2,78.3,28.5,81.1,91.6,893.7,88.9,94.5,73.7,82.3,97.7,143,175.5,2145.9,127.6,123.4,151.1,146.7,98.6,15.2,124.6,1551.9,92.6,130,190,101.1,118.4,73.3,151,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
Q63945,Protein SET OS,SET,16.582,15,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.6,23.7,30.4,33.4,35.1,22.1,22.5,27.4,150.2,69.5,38.1,38,29.9,34.8,20.2,45.9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P62083,40S ribosomal protein S7 OS,RPS7,16.43,30,5,8,5,273.2,11.5,15.7,20.1,15.9,6,8.1,37.3,306.2,6.7,8,8.5,8.6,8.5,14.5,0.6,350.3,9.7,18.1,27.4,16.4,31.4,48,17.2,763.2,2.7,18.3,17.6,23,44.3,27.8,7.9,126.2,4.6,7.7,7.1,10.5,8.5,,9.8,91.9,10.6,7.7,19.6,5.7,8.2,6.7,12.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,100%,100%,93%,100%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%
P60901,Proteasome subunit alpha type-6 OS,PSMA6,16.373,23,6,16,6,375.3,14,20,28.5,18.4,16.7,14.7,60.5,417.4,14.2,32,2.6,37.6,19,13,12.2,649.4,33.7,40.7,42.5,33,27.7,41.1,29.5,943.3,23.4,48.5,29,32.4,47.2,45.6,23.9,326.1,37.9,57.2,42.2,44.9,38.3,31.7,38.4,273,34,53.9,75.3,41.9,49.1,27.1,59.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P62963,Profilin-1 OS,PFN1,16.274,32,3,4,3,314.3,14.1,13.6,18.4,17.2,17.6,25.8,15,357.4,10.1,16.6,10.8,12.7,16.3,12.5,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,100%,,,100%,100%,,,,,100%,100%,,,,
C0M4B0,Matrix metalloproteinase 19 OS,MMP19,16.201,8,3,13,3,380.2,29.6,32.3,47.9,34.7,32.9,30.3,21.6,470.4,17.3,33.7,8.5,21.1,40.6,27,16.9,160.3,21,18.8,18.2,13.6,13.9,28.3,28.7,208.1,15.9,23.8,17.4,26.9,29,20.6,21.5,1145.2,35.8,43.5,43.9,51.3,40.2,33.5,36.9,623.1,49.7,45.7,34.4,45.3,44,31.8,53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
D3ZQ74,"Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 OS",PLOD1,16.155,10,5,11,5,165.1,22.3,20.6,19.2,17.4,18.9,19.9,25.4,163.9,10.6,24.7,16.6,18.7,26.9,12.7,14.5,71.7,,,4.6,4.5,3.7,3.9,3.1,96.4,,7,3.5,2.1,4.6,4.3,1.5,478.7,21.8,24,21.4,32.2,29.4,25.5,24.7,250.6,24.6,23.1,28.7,21.3,22.9,20.6,30.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,75%,88%,100%,100%
P13084,Nucleophosmin OS,NPM1,16.034,17,4,6,4,95.3,4.9,6.7,18.7,8.9,6.1,6.2,19.3,121.7,2.9,4.7,2.7,8.4,8.1,3.6,4.7,119.5,4.3,8.9,5.9,5.9,3.6,7.6,4.7,276,2.9,10.6,6.7,5.4,11,8.1,5.1,425.1,39.7,55.5,38.4,49.7,37.1,24.8,29.6,345.6,30.1,33.8,53.2,21.8,35.1,49.2,59.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P62836,Ras-related protein Rap-1A OS,RAP1A,16.017,28,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q00438,Polypyrimidine tract-binding protein 1 OS,PTBP1,15.83,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,21.7,26,22.3,27.1,27,29,19.4,54.1,22.7,25,28.3,23.6,24.9,20.4,35.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
G3V7G9,Eukaryotic translation initiation factor 3 subunit L OS,EIF3L,15.588,12,4,6,4,,,,,,,,,,,,,,,,,141.3,3.5,2.7,3,4.7,5.4,4.2,4.1,188.7,,7.2,2.8,6,8.8,4.5,,937.7,36.1,37.6,45.5,42,32.4,21.9,33.8,480.3,41.2,35.6,43.3,42.2,45.4,34.7,39.2,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,93%,100%,,,100%,86%,100%,100%,,,100%,75%,100%,100%
P47942,Dihydropyrimidinase-related protein 2 OS,DPYSL2,15.324,11,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
Q9Z2L0,Voltage-dependent anion-selective channel protein 1 OS,VDAC1,15.265,17,4,6,4,,,,,,,,,,,,,,,,,20,3.1,7.1,5.8,5.8,2.7,4.6,5.6,154.6,2.5,6.7,3.3,7.3,8.5,5.4,7.9,32.2,309.1,204.4,184.7,201.3,193.7,251.1,209.9,19.3,242.1,155.6,177.9,161.1,138,194.8,243.8,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
G3V6H2,"Pre-mRNA processing factor 8, isoform CRA_a OS",PRPF8,15.183,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.8,31.8,45.8,47.5,56.9,55.2,63.7,36.2,140.8,47.5,39.4,49.1,42.9,46.4,45.4,66.3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q5U2S7,"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 3 OS",PSMD3,15.165,12,6,9,6,,,,,,,,,,,,,,,,,229.5,3,15.4,8.6,4.9,6.3,4.8,2,287.8,2.6,9.2,4.5,8.5,8.2,7.5,2.4,1596.5,148.1,138.5,166.1,154.7,128.6,114.5,143.7,864.1,148.8,128.8,211.6,125.4,130.5,98.4,189,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P05065,Fructose-bisphosphate aldolase A OS,ALDOA,15.051,15,6,6,1,160.9,7.8,15.4,71,13.5,4.9,8.2,64.2,155.8,6.7,9.4,2.9,14.4,14.9,12.1,13,175,5.3,6.7,7.9,3.9,5.4,5.3,5.5,225.4,6.2,4.9,6.4,8.6,12.1,5.8,0.6,266.6,15.4,24.6,14.5,28.1,15.8,17.5,16,230.3,36,25.4,49.1,14.4,19.5,5.7,92.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Q60587,"Trifunctional enzyme subunit beta, mitochondrial OS",HADHB,15.016,9,4,14,4,201.1,11,14.3,19.3,22.7,17.9,18.2,18.3,176.4,8.1,19.1,8.7,17.4,20.7,9.8,5.3,37.7,5.3,8.5,10.3,8,6.7,8.7,8.9,207.6,4.2,11.8,8.2,7.6,15.3,9.7,10.2,1416.1,11.8,38.8,60.5,75.3,42.8,3.3,33.3,1146.6,10.7,33.3,24.3,26.5,35.1,9.8,23.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
P58775,Tropomyosin beta chain OS,TPM2,14.951,16,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,17.3,13.1,9.6,21.4,13.9,16.6,10.2,27.5,8.5,12.7,13.3,15.3,16.7,5.8,177.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
F1LM69,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS,DDOST,14.933,10,4,6,4,,,,,,,,,,,,,,,,,47.1,30.1,39.2,31.2,33.6,23.7,34.6,35.9,263.8,21.5,35.2,27.5,31.6,39.2,33.4,24.4,575.7,32.3,37.2,37.2,49.3,39.1,17.5,37.3,318.6,41.5,32.4,37,35.2,40.2,23,46.3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P67779,Prohibitin OS,PHB,14.877,15,3,5,3,274.4,2.5,6,11.6,7.9,2.9,7.1,7.4,194.7,3.1,,,11.1,5.6,6.1,1.7,,,,,,,,,,,,,,,,,55.7,16.8,8.5,10.8,10.5,9.2,12.7,8.1,74.9,8.7,11.6,11.1,6.2,11.9,10.1,14.3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,86%,,100%,100%,71%,,,100%,100%,100%,75%,,,100%,100%
Q5XHY5,"Threonine--tRNA ligase, cytoplasmic OS",TARS,14.779,7,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,26.8,39.9,38.6,35.7,39.2,19.7,32.9,319.4,34.5,43.7,87.6,29,33.1,28.5,53.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P85970,Actin-related protein 2/3 complex subunit 2 OS,ARPC2,14.762,17,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.3,7.2,19.5,13.9,18.3,10.7,1.1,8.4,226.6,18.5,15.4,27.7,8.2,17.5,10.2,14.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q63942,GTP-binding protein Rab-3D OS,RAB3D,14.703,21,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.5,6.5,7.3,5.3,12,13.4,26.5,10.8,142.3,4.3,8.2,9.1,10.1,11.3,2.8,13.5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q5XI73,Rho GDP-dissociation inhibitor 1 OS,ARHGDIA,14.669,11,2,6,2,883.6,20.2,9.6,21.8,21.4,15.7,20.8,40.3,949.4,11.2,23.9,1.6,16.7,21.9,16.8,18.8,1159.1,25.9,48.1,39.3,30.3,14.2,23.8,14.7,1218.7,12.8,39.9,23.8,26.7,31.2,39,21.4,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,100%,100%,,100%,100%,100%,100%,,,100%,100%,100%,100%,,
Q5U328,Nucleolin OS,NCL,14.618,7,4,4,4,,,,,,,,,,,,,,,,,64.3,2.9,11.8,8.1,6.8,6.6,9.6,10.5,271,4.6,9.6,6.9,8.5,12.6,7.5,1.7,240.9,28.1,52.9,42,39.4,35,53.3,50.2,230.1,46,56.7,61.8,36.6,36.9,29.1,84.3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
Q641X3,Beta-hexosaminidase subunit alpha OS,HEXA,14.587,12,5,10,5,,,,,,,,,,,,,,,,,1006.9,19.5,40.6,26,27,11.7,14.5,12.6,1369.6,22,39.9,26.8,24.6,30.6,24.9,16.5,40.7,3.1,10.2,7.3,6.9,6.7,5.8,9.3,43.2,9.3,10.9,10.3,6.2,10.6,15,12.7,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,100%,100%,,,100%,100%,100%,100%,,,100%,100%,100%,100%
P05712,Ras-related protein Rab-2A OS,RAB2A,14.389,22,4,5,4,147.8,8,8.3,12.2,10.5,5.8,5.4,12.2,138.5,5.8,3.8,3.7,11.4,6.1,8.8,7.1,,,,,,,,,,,,,,,,,821.5,31.2,44,36.8,55.3,33.2,4.3,48.1,568.1,34.7,43.9,66.5,22.6,35.4,41,41.8,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q6AY07,Fructose-bisphosphate aldolase OS,ALDOART2,14.292,13,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
P16036,"Phosphate carrier protein, mitochondrial OS",SLC25A3,14.234,15,5,7,5,289.5,5.8,6,24.4,15.9,9.4,18.2,22,246.2,4.6,5.4,,12,12.1,10.2,2.1,87,6.1,24,20.2,30.8,13.8,26.9,26.1,882.7,4.9,33.9,32.9,35.9,56,43,25.3,44.2,6.8,9.9,4.9,7.8,6.9,14.3,8,38.7,5.7,7.2,21,7.2,8.9,5.9,10.6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
F1M566,Protein Hspg2 (Fragment) OS,HSPG2,14.202,3,5,6,4,68.7,3.9,6.1,5,6.4,4,9.5,8.3,61,3.3,5,8.9,5.9,5.7,3,,188,7.1,12.4,7.7,10.4,5.7,9.4,3.7,235,7.5,11.7,10.4,10.4,11.9,5.7,0.5,162.4,37.5,37.5,30.9,37.3,31,46.2,19.2,100.1,26.7,30,39.6,11.5,22.9,25.6,41.5,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,93%,100%,100%,100%,86%,100%,100%,100%,100%,100%,88%,100%,100%,100%,100%
G3V928,Protein Lrp1 OS,LRP1,14.171,1,3,8,3,89.5,25.3,21.5,28.9,27.2,30.4,28.8,28.9,94.9,18.9,47,23.1,21.5,29.9,15.7,22,,,,,,,,,,,,,,,,,541.6,18.8,32.5,35.8,33,22.6,4.3,21.2,303.8,18.9,36.3,60.6,19.4,20.3,20.5,31.1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
P40112,Proteasome subunit beta type-3 OS,PSMB3,13.983,17,3,10,3,535.2,10.2,16,29.5,21.2,14.2,14.5,22.1,618.4,13.6,22.5,,13.3,22.8,11.7,5.8,215.2,4.8,4,8.1,3.3,7.4,7.5,1.4,227.3,5.1,5.5,7.3,8.7,6.9,3.7,0.7,865,18.1,21.6,23.9,22.1,20.9,,20.5,507.7,35.4,23.3,53.3,16.9,15.6,12.5,27.1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,93%,100%,93%,100%,86%,100%,100%,86%,100%,100%,88%,100%,100%,88%,100%
P10111,Peptidyl-prolyl cis-trans isomerase A OS,PPIA,13.97,24,4,12,4,8014.6,84.7,146.8,573.5,152.6,88.8,138.1,595.8,9187.7,52.8,74.3,45.2,150.8,104.7,122,29.6,857.9,18.9,20.5,30.5,24,18.1,29,13.3,1215.3,12.9,39.5,29.6,31.8,37,32.6,12.2,720.7,9.5,27.7,25.9,26.9,22.8,20,24.4,397.4,40.7,27.1,60.8,25.9,28.3,19.1,32.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
Q64654,Lanosterol 14-alpha demethylase OS,CYP51A1,13.925,6,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.2,14.1,41.3,42.3,37.8,29.8,30.4,30.5,416.5,18.1,32.7,29.1,23.2,24.6,15.9,29.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
Q1JU68,Eukaryotic translation initiation factor 3 subunit A OS,EIF3A,13.777,3,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
D4AE96,"Importin 7 (Predicted), isoform CRA_c OS",IPO7,13.721,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.5,13.5,16.9,14.7,13.3,10.2,9.6,12.9,95.5,11.4,11.5,23.2,8.1,11,12.4,19.8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,100%,,,,,100%,100%,,,,,100%,100%
P21670,Proteasome subunit alpha type-4 OS,PSMA4,13.711,16,3,14,3,55.7,8,3.3,8.1,10.5,6.5,5.8,8.4,58.7,4.3,4.1,6,5.1,5.1,5.2,10.5,,,,,,,,,,,,,,,,,1705.9,48.5,62.1,50.3,85.6,38,66.7,57.3,990.2,147.4,85.5,75.3,48.5,77,47.5,81.6,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
Q5U300,Ubiquitin-like modifier-activating enzyme 1 OS,UBA1,13.509,5,3,4,3,133,16.1,19.1,10.9,18.7,5,10,6.9,132.2,4.2,28.3,4.7,9.9,10.8,6.7,7.6,,,,,,,,,,,,,,,,,72.6,9.2,5.2,4.8,3.5,7.7,4.5,4,44,5.3,5,5.2,6.4,4.1,6.6,3.2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
G3V8L3,"Lamin A, isoform CRA_b OS",LMNA,13.474,7,4,6,4,41.5,4.8,7.1,85.4,7.2,1.3,5.4,90.4,48.8,4.8,6.7,4,17.8,8.9,4.4,11.4,,,,,,,,,,,,,,,,,205.4,31,58,64.3,69.1,29.7,69.8,56.3,171.9,165,79.5,222,50.2,63.3,43.1,80.3,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100%,,100%,100%,100%,,,100%,100%,100%,100%,,,100%,100%
F1LNJ2,U5 small nuclear ribonucleoprotein 200 kDa helicase OS,SNRNP200,13.444,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,
